R,H,I,E,S,Time
6004,2,708,1006,2280,40.8093
6005,2,707,1006,2280,40.8094
6005,2,707,1007,2279,40.81
6005,2,707,1008,2278,40.8142
6005,2,707,1009,2277,40.816
6006,2,706,1009,2277,40.8164
6007,2,705,1009,2277,40.8185
6007,2,706,1008,2277,40.8197
6008,2,705,1008,2277,40.8199
6009,2,704,1008,2277,40.82
6010,2,703,1008,2277,40.8202
6010,2,703,1009,2276,40.8226
6010,2,704,1008,2276,40.8233
6011,2,703,1008,2276,40.8238
6011,2,703,1009,2275,40.8239
6011,2,703,1010,2274,40.8265
6012,2,702,1010,2274,40.8273
6012,2,703,1009,2274,40.8298
6012,2,704,1008,2274,40.837
6013,2,703,1008,2274,40.8418
6013,2,703,1009,2273,40.8462
6014,2,702,1009,2273,40.8491
6014,2,702,1010,2272,40.8521
6015,2,701,1010,2272,40.8526
6015,2,702,1009,2272,40.8549
6015,2,702,1010,2271,40.8566
6016,2,701,1010,2271,40.857
6016,2,702,1009,2271,40.8586
6016,2,703,1008,2271,40.8598
6016,2,704,1007,2271,40.8604
6016,2,705,1006,2271,40.8639
6017,2,704,1006,2271,40.8652
6017,2,704,1007,2270,40.866
6018,2,703,1007,2270,40.8668
6019,2,702,1007,2270,40.8669
6019,2,703,1006,2270,40.873
6020,2,702,1006,2270,40.8739
6020,2,702,1007,2269,40.8744
6021,2,701,1007,2269,40.8752
6022,2,700,1007,2269,40.8757
6023,2,699,1007,2269,40.8765
6024,2,698,1007,2269,40.8775
6024,2,699,1006,2269,40.8776
6024,2,700,1005,2269,40.8784
6025,2,699,1005,2269,40.8799
6025,2,700,1004,2269,40.8836
6025,2,700,1005,2268,40.8836
6025,2,701,1004,2268,40.8838
6026,2,700,1004,2268,40.8842
6027,2,699,1004,2268,40.8848
6027,2,700,1003,2268,40.8855
6028,2,699,1003,2268,40.8873
6029,2,698,1003,2268,40.8881
6029,2,698,1004,2267,40.8916
6030,2,697,1004,2267,40.8941
6030,2,698,1003,2267,40.895
6031,2,697,1003,2267,40.8961
6031,2,698,1002,2267,40.8975
6031,2,698,1003,2266,40.8978
6031,2,699,1002,2266,40.8981
6031,2,699,1003,2265,40.8988
6032,2,698,1003,2265,40.9035
6032,2,699,1002,2265,40.9041
6033,2,698,1002,2265,40.9051
6034,2,697,1002,2265,40.9063
6034,2,698,1001,2265,40.9126
6035,2,697,1001,2265,40.9164
6035,2,698,1000,2265,40.9198
6035,2,698,1001,2264,40.92
6035,2,699,1000,2264,40.9204
6035,2,700,999,2264,40.9205
6035,2,700,1000,2263,40.9232
6035,2,701,999,2263,40.9267
6035,2,701,1000,2262,40.9293
6035,2,701,1001,2261,40.9313
6035,2,702,1000,2261,40.9322
6036,2,701,1000,2261,40.9322
6036,2,702,999,2261,40.9323
6036,2,703,998,2261,40.9342
6036,2,703,999,2260,40.9375
6036,2,704,998,2260,40.9394
6037,2,703,998,2260,40.9398
6038,2,702,998,2260,40.9423
6039,2,701,998,2260,40.9425
6040,2,700,998,2260,40.9439
6041,2,699,998,2260,40.9467
6041,2,699,999,2259,40.9477
6041,2,700,998,2259,40.9485
6042,2,699,998,2259,40.9519
6042,2,700,997,2259,40.9534
6042,2,700,998,2258,40.9598
6042,2,700,999,2257,40.9606
6043,2,699,999,2257,40.9666
6043,2,700,998,2257,40.968
6044,2,699,998,2257,40.9708
6044,2,700,997,2257,40.9711
6044,2,700,998,2256,40.9712
6045,2,699,998,2256,40.9802
6045,2,700,997,2256,40.9817
6045,2,701,996,2256,40.982
6046,2,700,996,2256,40.983
6046,2,700,997,2255,40.9833
6046,2,700,998,2254,40.9843
6046,2,700,999,2253,40.9846
6047,2,699,999,2253,40.9848
6047,2,700,998,2253,40.9876
6048,2,699,998,2253,40.9889
6049,2,698,998,2253,40.9895
6050,2,697,998,2253,40.9903
6051,2,696,998,2253,40.9922
6051,2,697,997,2253,40.9928
6051,2,698,996,2253,40.9992
6052,2,697,996,2253,41.004
6053,2,696,996,2253,41.0044
6053,2,696,997,2252,41.0074
6053,2,696,998,2251,41.0079
6054,2,695,998,2251,41.0126
6054,2,696,997,2251,41.0135
6055,2,695,997,2251,41.0142
6056,2,694,997,2251,41.0166
6056,2,695,996,2251,41.0173
6057,2,694,996,2251,41.0186
6057,2,695,995,2251,41.0217
6057,2,696,994,2251,41.0286
6058,2,695,994,2251,41.0297
6059,2,694,994,2251,41.031
6059,2,694,995,2250,41.0311
6059,2,695,994,2250,41.0317
6059,2,696,993,2250,41.0334
6059,2,697,992,2250,41.0342
6060,2,696,992,2250,41.035
6060,2,697,991,2250,41.0357
6061,2,696,991,2250,41.0434
6062,2,695,991,2250,41.0441
6062,2,695,992,2249,41.0452
6062,2,695,993,2248,41.0453
6062,2,696,992,2248,41.051
6062,2,697,991,2248,41.0573
6063,2,696,991,2248,41.0598
6064,2,695,991,2248,41.0613
6064,2,696,990,2248,41.0634
6065,2,695,990,2248,41.0683
6065,2,695,991,2247,41.0694
6065,2,696,990,2247,41.0728
6065,2,697,989,2247,41.0746
6065,2,698,988,2247,41.0758
6066,2,697,988,2247,41.0792
6066,2,698,987,2247,41.0803
6066,2,698,988,2246,41.0814
6066,2,698,989,2245,41.083
6066,2,698,990,2244,41.0836
6066,2,698,991,2243,41.0871
6066,2,698,992,2242,41.09
6066,2,699,991,2242,41.0901
6066,2,700,990,2242,41.0903
6066,2,701,989,2242,41.0919
6066,2,701,990,2241,41.0929
6067,2,700,990,2241,41.0936
6068,2,699,990,2241,41.0938
6068,2,700,989,2241,41.0947
6068,2,701,988,2241,41.095
6068,2,701,989,2240,41.0957
6069,2,700,989,2240,41.0985
6069,2,701,988,2240,41.0988
6069,2,701,989,2239,41.1
6069,2,702,988,2239,41.101
6070,2,701,988,2239,41.1014
6070,2,702,987,2239,41.1019
6071,2,701,987,2239,41.1041
6071,2,702,986,2239,41.1042
6072,2,701,986,2239,41.1053
6073,2,700,986,2239,41.1054
6073,2,701,985,2239,41.1091
6074,2,700,985,2239,41.1104
6074,2,700,986,2238,41.1117
6074,2,701,985,2238,41.1139
6075,2,700,985,2238,41.114
6075,2,701,984,2238,41.1146
6075,2,701,985,2237,41.1191
6075,2,702,984,2237,41.12
6076,2,701,984,2237,41.1206
6076,2,701,985,2236,41.1216
6076,2,701,986,2235,41.1222
6076,2,701,987,2234,41.1223
6077,2,700,987,2234,41.1257
6077,2,701,986,2234,41.1281
6078,2,700,986,2234,41.1306
6079,2,699,986,2234,41.1334
6079,2,699,987,2233,41.1367
6079,2,700,986,2233,41.1403
6079,2,700,987,2232,41.1407
6079,2,700,988,2231,41.141
6080,2,699,988,2231,41.1417
6081,2,698,988,2231,41.1425
6081,2,699,987,2231,41.1427
6082,2,698,987,2231,41.1454
6082,2,698,988,2230,41.1471
6083,2,697,988,2230,41.1482
6083,2,697,989,2229,41.1492
6083,2,697,990,2228,41.1502
6084,2,696,990,2228,41.1511
6084,2,697,989,2228,41.1519
6085,2,696,989,2228,41.1541
6086,2,695,989,2228,41.159
6087,2,694,989,2228,41.1595
6087,2,695,988,2228,41.1605
6087,2,696,987,2228,41.1631
6087,2,697,986,2228,41.1663
6087,2,697,987,2227,41.1674
6087,2,697,988,2226,41.1682
6088,2,696,988,2226,41.1699
6088,2,697,987,2226,41.1717
6089,2,696,987,2226,41.1731
6090,2,695,987,2226,41.1733
6090,2,696,986,2226,41.1739
6091,2,695,986,2226,41.1752
6091,2,696,985,2226,41.1765
6092,2,695,985,2226,41.1829
6093,2,694,985,2226,41.1837
6094,2,693,985,2226,41.1858
6095,2,692,985,2226,41.1862
6096,2,691,985,2226,41.1878
6096,2,691,986,2225,41.1893
6096,2,692,985,2225,41.1902
6096,2,692,986,2224,41.1903
6096,2,692,987,2223,41.1993
6097,2,691,987,2223,41.1997
6097,2,692,986,2223,41.2017
6097,2,692,987,2222,41.2022
6098,2,691,987,2222,41.2048
6099,2,690,987,2222,41.2079
6099,2,691,986,2222,41.2098
6100,2,690,986,2222,41.2131
6100,2,691,985,2222,41.2136
6101,2,690,985,2222,41.2136
6101,2,691,984,2222,41.2149
6101,2,692,983,2222,41.2152
6101,2,693,982,2222,41.2164
6101,2,693,983,2221,41.2166
6102,2,692,983,2221,41.2209
6102,2,693,982,2221,41.2233
6103,2,692,982,2221,41.2249
6104,2,691,982,2221,41.2252
6104,2,691,983,2220,41.2263
6104,2,692,982,2220,41.2279
6104,2,693,981,2220,41.2287
6105,2,692,981,2220,41.2392
6106,2,691,981,2220,41.2404
6107,2,690,981,2220,41.2404
6107,2,691,980,2220,41.2429
6107,2,692,979,2220,41.2433
6107,2,692,980,2219,41.2495
6107,2,692,981,2218,41.2515
6107,2,693,980,2218,41.2524
6107,2,693,981,2217,41.2574
6107,2,694,980,2217,41.2592
6108,2,693,980,2217,41.2599
6108,2,693,981,2216,41.2627
6109,2,692,981,2216,41.2706
6109,2,693,980,2216,41.2749
6109,2,694,979,2216,41.2763
6110,2,693,979,2216,41.2824
6111,2,692,979,2216,41.284
6111,2,693,978,2216,41.2866
6112,2,692,978,2216,41.2871
6112,2,693,977,2216,41.2923
6112,2,693,978,2215,41.2923
6112,2,693,979,2214,41.2925
6113,2,692,979,2214,41.2927
6113,2,693,978,2214,41.2939
6113,2,694,977,2214,41.2941
6114,2,693,977,2214,41.2971
6114,2,694,976,2214,41.2988
6114,2,694,977,2213,41.3001
6114,2,695,976,2213,41.3004
6115,2,694,976,2213,41.3024
6115,2,695,975,2213,41.3037
6115,2,696,974,2213,41.3092
6116,2,695,974,2213,41.3092
6116,2,695,975,2212,41.3099
6116,2,696,974,2212,41.3104
6117,2,695,974,2212,41.3118
6117,2,696,973,2212,41.3122
6117,2,697,972,2212,41.3139
6118,2,696,972,2212,41.3146
6118,2,696,973,2211,41.3204
6118,2,697,972,2211,41.3204
6119,2,696,972,2211,41.3212
6120,2,695,972,2211,41.3221
6120,2,696,971,2211,41.3222
6120,2,696,972,2210,41.3224
6120,2,697,971,2210,41.3233
6121,2,696,971,2210,41.3238
6121,2,697,970,2210,41.3277
6121,2,698,969,2210,41.3342
6121,2,699,968,2210,41.3395
6121,2,699,969,2209,41.3431
6122,2,698,969,2209,41.344
6122,2,698,970,2208,41.345
6122,2,698,971,2207,41.3456
6122,2,699,970,2207,41.349
6122,2,700,969,2207,41.3512
6122,2,701,968,2207,41.352
6122,2,702,967,2207,41.3524
6122,2,703,966,2207,41.3548
6123,2,702,966,2207,41.3558
6124,2,701,966,2207,41.3565
6125,2,700,966,2207,41.3585
6126,2,699,966,2207,41.3591
6126,2,699,967,2206,41.3601
6127,2,698,967,2206,41.3623
6128,2,697,967,2206,41.3624
6129,2,696,967,2206,41.3676
6130,2,695,967,2206,41.3681
6131,2,694,967,2206,41.3683
6132,2,693,967,2206,41.3688
6133,2,692,967,2206,41.3691
6134,2,691,967,2206,41.3759
6135,2,690,967,2206,41.3788
6135,2,691,966,2206,41.3791
6136,2,690,966,2206,41.38
6137,2,689,966,2206,41.3813
6138,2,688,966,2206,41.384
6138,2,689,965,2206,41.3841
6138,2,690,964,2206,41.3842
6138,2,691,963,2206,41.3855
6138,2,691,964,2205,41.3866
6138,2,692,963,2205,41.3882
6138,2,693,962,2205,41.3896
6138,2,694,961,2205,41.3917
6138,2,694,962,2204,41.3936
6138,2,695,961,2204,41.3988
6139,2,694,961,2204,41.4001
6140,2,693,961,2204,41.4042
6140,2,693,962,2203,41.4056
6141,2,692,962,2203,41.4078
6141,2,693,961,2203,41.4092
6142,2,692,961,2203,41.411
6143,2,691,961,2203,41.4193
6144,2,690,961,2203,41.4198
6145,2,689,961,2203,41.4268
6145,2,690,960,2203,41.4277
6146,2,689,960,2203,41.4279
6146,2,689,961,2202,41.4286
6147,2,688,961,2202,41.4295
6148,2,687,961,2202,41.4302
6148,2,687,962,2201,41.4309
6149,2,686,962,2201,41.4315
6150,2,685,962,2201,41.4323
6151,2,684,962,2201,41.4366
6151,2,685,961,2201,41.4396
6151,2,686,960,2201,41.4403
6151,2,687,959,2201,41.4413
6152,2,686,959,2201,41.4418
6152,2,687,958,2201,41.4438
6152,2,688,957,2201,41.4449
6153,2,687,957,2201,41.4449
6154,2,686,957,2201,41.4491
6154,2,687,956,2201,41.4494
6154,2,687,957,2200,41.454
6154,2,687,958,2199,41.4578
6155,2,686,958,2199,41.4595
6156,2,685,958,2199,41.4604
6157,2,684,958,2199,41.4605
6157,2,685,957,2199,41.4627
6157,2,686,956,2199,41.464
6158,2,685,956,2199,41.4645
6159,2,684,956,2199,41.4646
6159,2,684,957,2198,41.4653
6160,2,683,957,2198,41.4664
6160,2,683,958,2197,41.4689
6160,2,683,959,2196,41.4699
6160,2,684,958,2196,41.4712
6161,2,683,958,2196,41.4731
6162,2,682,958,2196,41.4732
6162,2,683,957,2196,41.4743
6163,2,682,957,2196,41.4752
6164,2,681,957,2196,41.4769
6165,2,680,957,2196,41.4776
6165,2,681,956,2196,41.4791
6165,2,682,955,2196,41.4796
6165,2,682,956,2195,41.4803
6166,2,681,956,2195,41.4806
6166,2,682,955,2195,41.4842
6166,2,683,954,2195,41.4846
6166,2,684,953,2195,41.4849
6167,2,683,953,2195,41.487
6167,2,684,952,2195,41.4881
6168,2,683,952,2195,41.4939
6169,2,682,952,2195,41.4954
6169,2,683,951,2195,41.4961
6169,2,684,950,2195,41.4962
6170,2,683,950,2195,41.4993
6171,2,682,950,2195,41.4995
6171,2,683,949,2195,41.5002
6172,2,682,949,2195,41.5018
6173,2,681,949,2195,41.5032
6174,2,680,949,2195,41.5035
6174,2,681,948,2195,41.5085
6174,2,681,949,2194,41.5109
6175,2,680,949,2194,41.5124
6176,2,679,949,2194,41.5129
6176,2,679,950,2193,41.5139
6177,2,678,950,2193,41.5158
6178,2,677,950,2193,41.5185
6179,2,676,950,2193,41.5189
6179,2,677,949,2193,41.5196
6179,2,678,948,2193,41.5205
6179,2,678,949,2192,41.5207
6180,2,677,949,2192,41.5209
6180,2,677,950,2191,41.5231
6180,2,678,949,2191,41.5232
6180,2,679,948,2191,41.5252
6180,2,680,947,2191,41.5252
6181,2,679,947,2191,41.5286
6181,2,680,946,2191,41.5291
6181,2,681,945,2191,41.5293
6182,2,680,945,2191,41.5299
6183,2,679,945,2191,41.5337
6184,2,678,945,2191,41.5345
6184,2,679,944,2191,41.5352
6184,2,680,943,2191,41.5365
6184,2,681,942,2191,41.541
6184,2,681,943,2190,41.5425
6184,2,682,942,2190,41.5459
6184,2,683,941,2190,41.5461
6185,2,682,941,2190,41.5492
6185,2,682,942,2189,41.5503
6186,2,681,942,2189,41.5505
6187,2,680,942,2189,41.5505
6187,2,681,941,2189,41.5509
6188,2,680,941,2189,41.5537
6189,2,679,941,2189,41.5553
6189,2,679,942,2188,41.5554
6189,2,679,943,2187,41.5559
6189,2,680,942,2187,41.5578
6190,2,679,942,2187,41.5593
6190,2,680,941,2187,41.5595
6190,2,681,940,2187,41.5598
6191,2,680,940,2187,41.5604
6191,2,681,939,2187,41.5632
6191,2,682,938,2187,41.5634
6191,2,683,937,2187,41.5645
6191,2,683,938,2186,41.5648
6192,2,682,938,2186,41.5651
6193,2,681,938,2186,41.5661
6193,2,682,937,2186,41.5685
6193,2,683,936,2186,41.5744
6194,2,682,936,2186,41.5751
6194,2,682,937,2185,41.5753
6195,2,681,937,2185,41.5792
6196,2,680,937,2185,41.5834
6196,2,681,936,2185,41.5874
6196,2,682,935,2185,41.5892
6196,2,683,934,2185,41.5918
6197,2,682,934,2185,41.592
6197,2,682,935,2184,41.5967
6198,2,681,935,2184,41.5998
6198,2,682,934,2184,41.5999
6198,2,683,933,2184,41.6016
6198,2,684,932,2184,41.6031
6199,2,683,932,2184,41.604
6199,2,684,931,2184,41.6064
6200,2,683,931,2184,41.6078
6200,2,683,932,2183,41.6111
6200,2,684,931,2183,41.6115
6201,2,683,931,2183,41.6154
6201,2,683,932,2182,41.6161
6202,2,682,932,2182,41.6183
6202,2,683,931,2182,41.6188
6202,2,684,930,2182,41.6227
6202,2,685,929,2182,41.6254
6203,2,684,929,2182,41.6256
6204,2,683,929,2182,41.6267
6205,2,682,929,2182,41.6269
6206,2,681,929,2182,41.6277
6206,2,681,930,2181,41.6297
6206,2,682,929,2181,41.6297
6207,2,681,929,2181,41.6308
6207,2,682,928,2181,41.6312
6207,2,682,929,2180,41.6319
6208,2,681,929,2180,41.6321
6209,2,680,929,2180,41.6341
6210,2,679,929,2180,41.6416
6211,2,678,929,2180,41.6435
6211,2,679,928,2180,41.6438
6211,2,680,927,2180,41.6484
6212,2,679,927,2180,41.6497
6212,2,679,928,2179,41.6536
6212,2,679,929,2178,41.654
6212,2,679,930,2177,41.6547
6213,2,678,930,2177,41.6572
6213,2,678,931,2176,41.6603
6213,2,679,930,2176,41.6661
6214,2,678,930,2176,41.6668
6215,2,677,930,2176,41.6684
6215,2,678,929,2176,41.6689
6215,2,679,928,2176,41.6701
6215,2,680,927,2176,41.6716
6215,2,681,926,2176,41.6717
6216,2,680,926,2176,41.6735
6217,2,679,926,2176,41.6791
6218,2,678,926,2176,41.6799
6219,2,677,926,2176,41.6806
6220,2,676,926,2176,41.6828
6220,2,677,925,2176,41.6846
6221,2,676,925,2176,41.6846
6222,2,675,925,2176,41.6849
6222,2,675,926,2175,41.6925
6222,2,675,927,2174,41.6931
6223,2,674,927,2174,41.6935
6224,2,673,927,2174,41.6942
6224,2,674,926,2174,41.6968
6225,2,673,926,2174,41.6975
6225,2,673,927,2173,41.6992
6225,2,674,926,2173,41.6994
6226,2,673,926,2173,41.7002
6227,2,672,926,2173,41.7007
6227,2,673,925,2173,41.7014
6228,2,672,925,2173,41.7059
6229,2,671,925,2173,41.7073
6229,2,672,924,2173,41.7077
6230,2,671,924,2173,41.7096
6231,2,670,924,2173,41.7126
6231,2,670,925,2172,41.7127
6232,2,669,925,2172,41.7144
6233,2,668,925,2172,41.7153
6234,2,667,925,2172,41.7175
6234,2,667,926,2171,41.7179
6234,2,668,925,2171,41.72
6234,2,668,926,2170,41.7209
6234,2,669,925,2170,41.7243
6234,2,669,926,2169,41.7245
6235,2,668,926,2169,41.7265
6235,2,669,925,2169,41.7308
6236,2,668,925,2169,41.7341
6236,2,669,924,2169,41.7345
6236,2,670,923,2169,41.7394
6237,2,669,923,2169,41.7406
6238,2,668,923,2169,41.7432
6239,2,667,923,2169,41.7472
6239,2,668,922,2169,41.7506
6239,2,669,921,2169,41.7561
6239,2,669,922,2168,41.7629
6239,2,670,921,2168,41.7639
6240,2,669,921,2168,41.7641
6241,2,668,921,2168,41.7649
6241,2,669,920,2168,41.7661
6242,2,668,920,2168,41.7664
6242,2,669,919,2168,41.7676
6242,2,670,918,2168,41.7688
6242,2,671,917,2168,41.774
6243,2,670,917,2168,41.776
6243,2,671,916,2168,41.7765
6244,2,670,916,2168,41.7784
6245,2,669,916,2168,41.7785
6246,2,668,916,2168,41.7804
6246,2,669,915,2168,41.7827
6246,2,670,914,2168,41.785
6247,2,669,914,2168,41.7877
6248,2,668,914,2168,41.7879
6248,2,668,915,2167,41.7887
6248,2,669,914,2167,41.7894
6248,2,670,913,2167,41.7897
6248,2,671,912,2167,41.7897
6248,2,672,911,2167,41.7898
6248,2,673,910,2167,41.7941
6248,2,674,909,2167,41.7945
6249,2,673,909,2167,41.7945
6249,2,673,910,2166,41.7957
6249,2,673,911,2165,41.7972
6250,2,672,911,2165,41.7978
6250,2,673,910,2165,41.7983
6251,2,672,910,2165,41.8001
6251,2,672,911,2164,41.8049
6251,2,673,910,2164,41.8067
6252,2,672,910,2164,41.8079
6253,2,671,910,2164,41.8085
6253,2,671,911,2163,41.8092
6254,2,670,911,2163,41.8097
6254,2,670,912,2162,41.8098
6255,2,669,912,2162,41.8099
6255,2,670,911,2162,41.8103
6256,2,669,911,2162,41.8116
6256,2,669,912,2161,41.8122
6256,2,670,911,2161,41.8164
6256,2,671,910,2161,41.8193
6257,2,670,910,2161,41.8194
6258,2,669,910,2161,41.8195
6258,2,670,909,2161,41.8203
6258,2,670,910,2160,41.8207
6259,2,669,910,2160,41.8217
6260,2,668,910,2160,41.8234
6261,2,667,910,2160,41.8239
6261,2,668,909,2160,41.8256
6262,2,667,909,2160,41.8261
6263,2,666,909,2160,41.8274
6264,2,665,909,2160,41.8326
6265,2,664,909,2160,41.833
6265,2,665,908,2160,41.8357
6265,2,665,909,2159,41.8362
6265,2,666,908,2159,41.8375
6265,2,667,907,2159,41.8381
6266,2,666,907,2159,41.8388
6267,2,665,907,2159,41.8431
6268,2,664,907,2159,41.8472
6268,2,664,908,2158,41.8514
6268,2,665,907,2158,41.8533
6269,2,664,907,2158,41.8538
6269,2,665,906,2158,41.854
6269,2,666,905,2158,41.858
6270,2,665,905,2158,41.859
6270,2,666,904,2158,41.8625
6270,2,667,903,2158,41.8628
6271,2,666,903,2158,41.8655
6271,2,667,902,2158,41.8712
6271,2,668,901,2158,41.8726
6271,2,669,900,2158,41.8788
6272,2,668,900,2158,41.8791
6273,2,667,900,2158,41.8799
6273,2,667,901,2157,41.8837
6273,2,668,900,2157,41.8849
6273,2,668,901,2156,41.8854
6273,2,668,902,2155,41.8865
6273,2,669,901,2155,41.8915
6273,2,670,900,2155,41.8918
6273,2,671,899,2155,41.8929
6273,2,671,900,2154,41.8932
6274,2,670,900,2154,41.8996
6274,2,671,899,2154,41.9001
6275,2,670,899,2154,41.9004
6275,2,671,898,2154,41.903
6275,2,671,899,2153,41.903
6275,2,672,898,2153,41.9031
6275,2,673,897,2153,41.9051
6276,2,672,897,2153,41.9051
6277,2,671,897,2153,41.9054
6277,2,672,896,2153,41.9055
6277,2,673,895,2153,41.9089
6277,2,674,894,2153,41.9089
6277,2,674,895,2152,41.9115
6277,2,675,894,2152,41.9139
6277,2,675,895,2151,41.9158
6277,2,676,894,2151,41.9159
6278,2,675,894,2151,41.9177
6279,2,674,894,2151,41.92
6279,2,674,895,2150,41.9207
6279,2,675,894,2150,41.9213
6280,2,674,894,2150,41.9217
6281,2,673,894,2150,41.9234
6282,2,672,894,2150,41.9249
6282,2,673,893,2150,41.9251
6283,2,672,893,2150,41.9264
6283,2,673,892,2150,41.9285
6283,2,674,891,2150,41.9315
6283,2,675,890,2150,41.9318
6283,2,676,889,2150,41.9321
6284,2,675,889,2150,41.9361
6284,2,675,890,2149,41.9402
6284,2,676,889,2149,41.9414
6284,2,676,890,2148,41.9424
6285,2,675,890,2148,41.9432
6285,2,676,889,2148,41.9438
6286,2,675,889,2148,41.9463
6286,2,675,890,2147,41.9477
6286,2,675,891,2146,41.9496
6286,2,676,890,2146,41.9517
6286,2,677,889,2146,41.9562
6286,2,677,890,2145,41.9626
6286,2,678,889,2145,41.9637
6286,2,679,888,2145,41.965
6286,2,680,887,2145,41.9656
6287,2,679,887,2145,41.9669
6287,2,679,888,2144,41.9688
6288,2,678,888,2144,41.9734
6288,2,679,887,2144,41.982
6289,2,678,887,2144,41.9829
6290,2,677,887,2144,41.983
6291,2,676,887,2144,41.9848
6291,2,677,886,2144,41.9876
6291,2,678,885,2144,41.9883
6291,2,678,886,2143,41.9919
6291,2,679,885,2143,41.9924
6291,2,680,884,2143,41.9966
6291,2,681,883,2143,42.0123
6291,2,682,882,2143,42.0142
6291,2,683,881,2143,42.0165
6291,2,683,882,2142,42.0184
6291,2,684,881,2142,42.0193
6291,2,685,880,2142,42.0215
6291,2,686,879,2142,42.0259
6292,2,685,879,2142,42.0261
6292,2,685,880,2141,42.0326
6292,2,686,879,2141,42.0328
6293,2,685,879,2141,42.0341
6293,2,686,878,2141,42.0343
6294,2,685,878,2141,42.0348
6295,2,684,878,2141,42.0357
6295,2,685,877,2141,42.0396
6295,2,685,878,2140,42.0415
6296,2,684,878,2140,42.0421
6297,2,683,878,2140,42.0447
6297,2,684,877,2140,42.0464
6297,2,685,876,2140,42.0482
6297,2,685,877,2139,42.0535
6297,2,686,876,2139,42.0546
6297,2,686,877,2138,42.0548
6297,2,686,878,2137,42.0571
6297,2,687,877,2137,42.0585
6297,2,688,876,2137,42.06
6297,2,689,875,2137,42.0615
6297,2,690,874,2137,42.0691
6297,2,691,873,2137,42.071
6297,2,691,874,2136,42.074
6298,2,690,874,2136,42.0742
6298,2,691,873,2136,42.0747
6298,2,691,874,2135,42.0763
6299,2,690,874,2135,42.0788
6300,2,689,874,2135,42.0791
6300,2,689,875,2134,42.0812
6301,2,688,875,2134,42.083
6301,2,688,876,2133,42.0877
6301,2,689,875,2133,42.0903
6301,2,690,874,2133,42.0959
6301,2,691,873,2133,42.096
6302,2,690,873,2133,42.0972
6302,2,691,872,2133,42.0973
6302,2,691,873,2132,42.0984
6303,2,690,873,2132,42.0991
6303,2,691,872,2132,42.1006
6303,2,691,873,2131,42.1034
6304,2,690,873,2131,42.1034
6304,2,691,872,2131,42.1042
6304,2,692,871,2131,42.114
6305,2,691,871,2131,42.1141
6306,2,690,871,2131,42.1168
6307,2,689,871,2131,42.1195
6308,2,688,871,2131,42.1207
6309,2,687,871,2131,42.121
6310,2,686,871,2131,42.1254
6310,2,687,870,2131,42.1262
6311,2,686,870,2131,42.1262
6312,2,685,870,2131,42.1266
6312,2,685,871,2130,42.1273
6313,2,684,871,2130,42.1323
6314,2,683,871,2130,42.1329
6314,2,683,872,2129,42.1357
6315,2,682,872,2129,42.138
6316,2,681,872,2129,42.1405
6316,2,681,873,2128,42.1413
6317,2,680,873,2128,42.1432
6318,2,679,873,2128,42.1438
6318,2,679,874,2127,42.1442
6318,2,680,873,2127,42.1499
6319,2,679,873,2127,42.1545
6319,2,679,874,2126,42.1564
6320,2,678,874,2126,42.1581
6320,2,678,875,2125,42.1593
6320,2,679,874,2125,42.1626
6321,2,678,874,2125,42.1634
6321,2,678,875,2124,42.1644
6321,2,679,874,2124,42.1695
6321,2,679,875,2123,42.1699
6322,2,678,875,2123,42.1733
6322,2,678,876,2122,42.1769
6322,2,678,877,2121,42.1776
6322,2,678,878,2120,42.1822
6322,2,679,877,2120,42.1829
6323,2,678,877,2120,42.1833
6323,2,679,876,2120,42.1847
6323,2,680,875,2120,42.1861
6323,2,681,874,2120,42.1884
6324,2,680,874,2120,42.1886
6324,2,681,873,2120,42.1899
6325,2,680,873,2120,42.1918
6326,2,679,873,2120,42.1934
6326,2,679,874,2119,42.1962
6326,2,680,873,2119,42.1985
6327,2,679,873,2119,42.1986
6327,2,679,874,2118,42.1994
6327,2,680,873,2118,42.2003
6328,2,679,873,2118,42.2022
6329,2,678,873,2118,42.2043
6330,2,677,873,2118,42.205
6330,2,678,872,2118,42.2062
6331,2,677,872,2118,42.2066
6332,2,676,872,2118,42.2072
6332,2,676,873,2117,42.2075
6333,2,675,873,2117,42.2076
6334,2,674,873,2117,42.2077
6335,2,673,873,2117,42.2124
6335,2,673,874,2116,42.2133
6336,2,672,874,2116,42.2142
6336,2,673,873,2116,42.2144
6336,2,674,872,2116,42.2159
6336,2,675,871,2116,42.2164
6337,2,674,871,2116,42.2247
6338,2,673,871,2116,42.2254
6338,2,673,872,2115,42.2263
6339,2,672,872,2115,42.2267
6340,2,671,872,2115,42.2314
6340,2,672,871,2115,42.2365
6340,2,673,870,2115,42.2369
6341,2,672,870,2115,42.2384
6342,2,671,870,2115,42.2442
6343,2,670,870,2115,42.2448
6343,2,671,869,2115,42.2465
6344,2,670,869,2115,42.2467
6344,2,670,870,2114,42.2475
6344,2,671,869,2114,42.2493
6344,2,671,870,2113,42.2501
6345,2,670,870,2113,42.2515
6346,2,669,870,2113,42.2537
6346,2,670,869,2113,42.256
6346,2,671,868,2113,42.2561
6346,2,672,867,2113,42.2565
6346,2,673,866,2113,42.2569
6346,2,674,865,2113,42.2577
6346,2,674,866,2112,42.258
6347,2,673,866,2112,42.2613
6347,2,674,865,2112,42.2644
6347,2,675,864,2112,42.2646
